source,severity,category,identifier,message,recommended_action
automated_audit,medium,framework_health,why-frameworks-matter-in-research-education-and-strategic-communication,"Framework health score is 0.70, below threshold 0.78.","Review metadata, links, evidence, freshness, governance, and accessibility."
manual_review_queue,medium,freshness,frameworks-for-digital-knowledge-systems,Technical article exceeds preferred review cycle and needs update check,Resolve through editorial governance workflow.
automated_audit,medium,freshness,frameworks-for-digital-knowledge-systems,Freshness status is review overdue.,Schedule article review and update last-reviewed metadata.
automated_audit,medium,internal_links,educational-scaffolding-and-the-design-of-learning-systems,"Published article has total link degree 0, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,internal_links,frameworks-for-digital-knowledge-systems,"Published article has total link degree 2, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,internal_links,frameworks-for-research-communication,"Published article has total link degree 0, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,internal_links,internal-linking-as-framework-infrastructure,"Published article has total link degree 2, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,internal_links,message-house-and-the-architecture-of-strategic-messaging,"Published article has total link degree 0, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,internal_links,narrative-pathways-and-knowledge-architecture,"Published article has total link degree 0, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,internal_links,pillar-pages-and-topic-clusters,"Published article has total link degree 2, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,internal_links,what-are-content-frameworks,"Published article has total link degree 1, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,internal_links,what-makes-a-powerful-content-framework,"Published article has total link degree 0, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,internal_links,why-frameworks-matter-in-research-education-and-strategic-communication,"Published article has total link degree 0, below threshold 3.","Add relevant prerequisite, cluster, method, or governance links."
automated_audit,medium,metadata,message-house-and-the-architecture-of-strategic-messaging,"Published article metadata completion is 80%, below threshold 85%.",Complete required metadata fields before the next governance review.
automated_audit,medium,metadata,narrative-pathways-and-knowledge-architecture,"Published article metadata completion is 80%, below threshold 85%.",Complete required metadata fields before the next governance review.
manual_review_queue,medium,metadata,what-makes-a-powerful-content-framework,Repository link image metadata tags and footer navigation need completion,Resolve through editorial governance workflow.
automated_audit,medium,metadata,what-makes-a-powerful-content-framework,"Published article metadata completion is 30%, below threshold 85%.",Complete required metadata fields before the next governance review.
manual_review_queue,medium,status,editorial-metadata-and-content-systems,Planned next article is linked from published content and should be prioritized,Resolve through editorial governance workflow.
manual_review_queue,low,governance,content-audits-and-framework-governance,Confirm final image attachment ID and repository URL after publication,Resolve through editorial governance workflow.
automated_audit,low,taxonomy,Classic Communication and Persuasive Sequence Frameworks,Taxonomy category has no articles in the current inventory sample.,Confirm whether this category should be represented in the current audit.
automated_audit,low,taxonomy,Policy Governance Systems Explanation and Public Reasoning,Taxonomy category has no articles in the current inventory sample.,Confirm whether this category should be represented in the current audit.
automated_audit,low,taxonomy,Strategic and Environmental Analysis Frameworks,Taxonomy category has no articles in the current inventory sample.,Confirm whether this category should be represented in the current audit.
